ru,fog,packet_id,created_at_us,fronthaul_latency_us,end_to_end_latency_us
RU:2,Fog:2,90,1296.0000000000005,132.20000000000005,204.4000000000001
RU:3,Fog:3,90,1296.0000000000005,132.20000000000005,204.4000000000001
RU:0,Fog:0,91,1310.4000000000005,132.20000000000005,204.4000000000001
RU:1,Fog:1,91,1310.4000000000005,132.20000000000005,204.4000000000001
RU:2,Fog:2,91,1310.4000000000005,132.20000000000005,204.4000000000001
RU:3,Fog:3,91,1310.4000000000005,132.20000000000005,204.4000000000001
RU:0,Fog:0,92,1324.8000000000006,132.20000000000005,204.4000000000001
RU:1,Fog:1,92,1324.8000000000006,132.20000000000005,204.4000000000001
RU:2,Fog:2,92,1324.8000000000006,132.20000000000005,204.4000000000001
RU:3,Fog:3,92,1324.8000000000006,132.20000000000005,204.4000000000001
RU:0,Fog:0,93,1339.2000000000007,132.20000000000005,204.4000000000001
RU:1,Fog:1,93,1339.2000000000007,132.20000000000005,204.4000000000001
RU:2,Fog:2,93,1339.2000000000007,132.20000000000005,204.4000000000001
RU:3,Fog:3,93,1339.2000000000007,132.20000000000005,204.4000000000001
RU:0,Fog:0,94,1353.6000000000008,132.20000000000005,204.4000000000001
RU:1,Fog:1,94,1353.6000000000008,132.20000000000005,204.4000000000001
RU:2,Fog:2,94,1353.6000000000008,132.20000000000005,204.4000000000001
RU:3,Fog:3,94,1353.6000000000008,132.20000000000005,204.4000000000001
RU:0,Fog:0,95,1368.000000000001,132.20000000000005,204.4000000000001
RU:1,Fog:1,95,1368.000000000001,132.20000000000005,204.4000000000001
RU:2,Fog:2,95,1368.000000000001,132.20000000000005,204.4000000000001
RU:3,Fog:3,95,1368.000000000001,132.20000000000005,204.4000000000001
RU:0,Fog:0,96,1382.400000000001,132.20000000000005,204.4000000000001
